unique_id,Primary_Name,Secondary_Name,Fathers_Name,Birthplace,Birthplace_Code,Autopopulated birthplace,Certainty_of_Birthplace,Work/Living_Place,WL_Place_code_#1,Work/Living_Place_#2,WL_Place_code_#2,Work/Living_Place_#3,WL_Place_code_#3,Work/Living_Place_#4,WL_Place_code_#4,Work/Living_Place_#5,WL_Place_code_#5,Work/Living_Place_#6,WL_Place_code_#6,Work/Living_Place_#7,WL_Place_code_#7,Work/Living_Place_#8,WL_Place_code_#8,Work/Living_Place_#9,WL_Place_code_#9,Work/Living_Place_#10,WL_Place_code_#10,Work/Living_Place_#11,WL_Place_code_#11,Work/Living_Place_#12,WL_Place_code_#12,Work/Living_Place_#13,WL_Place_code_#13,Work/Living_Place_#14,WL_Place_code_#14,Work/Living_Place_#15,WL_Place_code_#15,Work/Living_Place_#16,WL_Place_code_#16,Work/Living_Place_#17,WL_Place_code_#17,Work/Living_Place_#18,WL_Place_code_#18,Work/Living_Place_#19,WL_Place_code_#19,Endeavor,Endeavor_Code_1,Endeavor_2,Endeavor_Code_2,Endeavor_3,Endeavor_Code_3,Endeavor_4,Endeavor_Code_4,Endeavor_5,Endeavor_Code_5,Endeavor_6,Endeavor_Code_7,Endeavour_8,Endeavour_Code_8,Endeavour_9,Endeavour_Code_10,Era,Century,Fame,endeavor_1,endeavor_2,endeavor_3,endeavor_4,endeavor_5,endeavor_7,endeavor_8,endeavor_10,endeavor_6 endeavor_9 THIS CODE IS MISSING WHERE IS IT,philosophy,culture,economy,politics,military,religion
Fabius Ambustus (RE 48)_1060,Fabius Ambustus (RE 48),Quintus,NA,NA,0,<Null>,3,Cllusium,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Envoy,426,consular tribune,407,,,,,,,,,,,,,7,,0.3,4,4,,,,,,,,0,0,0,1,0,0
Fabius Buteo (RE 53)_1061,Fabius Buteo (RE 53),Marcus,NA,NA,0,<Null>,3,Rome,0,Carthage,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consul,407,censor,404,ambassador,426,dictator,605,,,,,,,,,13,,0.1,4,2,4,4,,,,,,0,1,0,1,0,0
Fabius Cilo_1062,Fabius Cilo,Lucius,NA,Baetica,0,#N/A,1,Baetica,0,Perinthus,678,Pontus-Bithynia,0, Upper Moesia,0, Upper Pannonia,0, Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Urban prefect,408,consul,407,commander,417,governor,406,,,,,,,,,30,,0.2,4,4,4,4,,,,,,0,0,0,1,0,0
Fabius Gallus (RE 6)_1063,Fabius Gallus (RE 6),Marcus,NA,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epicurean philosopher ,102,writer,107,,,,,,,,,,,,,21,,0.1,,2,,,,,,,,0,1,0,0,0,0
Fabius Iustus (RE 90)_1064,Fabius Iustus (RE 90),Lucius,NA,NA,0,<Null>,1,Rome,0,Lower Moesia,0,Syria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legionary legate,413,suffect consul,407,governor,406,,,,,,,,,,,27,,0.1,4,4,4,,,,,,,0,0,0,1,0,0
Fabius (RE 102) Maximus_1065,Fabius (RE 102) Maximus,Paullus,Q. Fabius Maximus,NA,0,<Null>,3,Rome,0,Asia,0,Spain,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consul,407,proconsul,410,pontifex,707,Arval brother,707,,,,,,,,,23,,0.3,4,4,,,,,,,,0,0,0,1,0,0
Fabius (RE 110) Maximus (Allobrogicus)_1066,Fabius (RE 110) Maximus (Allobrogicus),Quintus,Q. Fabius Maximus Aemilianus,NA,0,<Null>,2,Rome,0,Spain,0,Transalpine Gaul,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praetor,420,quaestor,418,consul,407,proconsul,410,censor,404,,,,,,,18,,0.2,4,4,4,4,2,,,,,0,1,0,1,0,0
Fabius (RE 109) Maximus Aemilianus_1067,Fabius (RE 109) Maximus Aemilianus,Quintus,L. Aemilius Paullus (two),NA,0,<Null>,3,Rome,0,Macedonia,0,Sicily,0,Further Spain,0,Numantia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praetor,420,consul,407,proconsul,410,,,,,,,,,,,16,,0.2,4,4,4,,,,,,,0,0,0,1,0,0
Fabius (RE 114) Maximus Rullianus_1068,Fabius (RE 114) Maximus Rullianus,Quintus,NA,NA,0,<Null>,3,Rome,0,Samnium,0,Apulia,0,Saticula,0,Lautulae,0,Campania,0,Etruria,0,Rome,0,Samnium,0,Sentinum,0,,,,,,,,,,,,,,,,,,,Dictator,605,consul,407,censor,404,,,,,,,,,,,10,,0.5,4,4,2,,,,,,,0,1,0,1,0,0
Fabius (RE 116) Maximus Verrucosus_1069,Fabius (RE 116) Maximus Verrucosus,Quintus,grandson of Q. Fabius Maximus Rullianus,NA,0,<Null>,3,Rome,0,Liguria,0,Rome,0,Campania,0,Casilinum,0,Samnium,0,Tarentum,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,Censor,404,consul,407,dictator,605,Roman augur,707,suffect consul,407,princeps senatus,402,,,,,14,,0.5,2,4,4,,4,4,,,,0,1,0,1,0,0
Fabius (RE 126) Pictor_1070,Fabius (RE 126) Pictor,Quintus,NA,NA,0,<Null>,3,Rome,0,Delphi,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historian,108,senator,403,writer,107,,,,,,,,,,,14,,0.3,1,4,2,,,,,,,1,1,0,1,0,0
Fabius (RE 140) Rusticus_1071,Fabius (RE 140) Rusticus,,NA,Spain,0,2293,1,Spain,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historian,108,writer,107,,,,,,,,,,,,,26,,0.2,1,2,,,,,,,,1,1,0,0,0,0
Fabius (RE 143) Sanga_1072,Fabius (RE 143) Sanga,Quintus,NA,NA,0,<Null>,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senator,402,,,,,,,,,,,,,,,20,,0.2,4,,,,,,,,,0,0,0,1,0,0
Fabius (RE 151) Valens_1073,Fabius (RE 151) Valens,,NA,Anagnia,0,#N/A,1,Rome,0,Lower Germany,0,Bedriacum,0,Gallia Narbonensis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suffect consul,407,legionary commander,417,,,,,,,,,,,,,25,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Fabricius (RE 9) Luscinus_1074,Fabricius (RE 9) Luscinus,Gaius,NA,NA,0,<Null>,3,Rome,0,Thurii,0,Italy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consul,407,censor,404,,,,,,,,,,,,,11,,0.3,4,2,,,,,,,,0,1,0,1,0,0
Fabricus (RE 15) Veiento_1075,Fabricus (RE 15) Veiento,Aulus Didus Gallus,NA,NA,0,<Null>,3,Rome,0,Exile,0,Rome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consul,407,,,,,,,,,,,,,,,25,,0.5,4,,,,,,,,,0,0,0,1,0,0
Fannius _1076,Fannius ,Gaius,NA,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praetor,420,consul,407,tribune,425,historian,108,writer,107,,,,,,,17,,0.2,4,4,4,1,2,,,,,1,1,0,1,0,0
Fannius Caepio_1077,Fannius Caepio,,NA,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conspirator,417,,,,,,,,,,,,,,,8,,0.2,4,,,,,,,,,0,0,0,1,0,0
Faustina (RE 'Annius' 120)_1078,Faustina (RE 'Annius' 120),Annia Galeria,NA,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wife,606,Member of imperial family,602,queen,0,,,,,,,,,,,27,,0.1,4,4,,,,,,,,0,0,0,1,0,0
Favonius (RE 1)_1079,Favonius (RE 1),Marcus,NA,NA,0,<Null>,3,Rome,0,Phillipi,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aedile,421,praetor,420,Liberator,504,,,,,,,,,,,20,,0.2,2,4,2,,,,,,,0,1,0,1,0,0
Favonius (RE 2) Eulogius_1080,Favonius (RE 2) Eulogius,,NA,Carthage,0,#N/A,1,Carthage,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhetor,119,writer,107,,,,,,,,,,,,,39,,0.1,1,2,,,,,,,,1,1,0,0,0,0
Favorinus_1081,Favorinus,,NA,Arleate,0,#N/A,1,Arleate,0,Massalia,3,Athens,361, Corinth,227, Ionia,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sophist,109,philosopher,102,eques (knight),423,provincial high priest,704,writer,107,,,,,,,28,,0.5,1,,4,6,2,,,,,1,1,0,1,0,1
Felix_1082,Felix,Flavius,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poet,113,senator,402,writer,107,,,,,,,,,,,,6,0.1,2,4,2,,,,,,,0,1,0,1,0,0
Felix_1083,Felix,Claudius Felix?,NA,NA,0,<Null>,3,Rome,0,Judaea,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procurator,410,freedman,503,,,,,,,,,,,,,25,,0.2,4,3,,,,,,,,0,0,1,1,0,0
Fenestella_1084,Fenestella,NA,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annalistic historian,108,antiquarian scholar,111,writer,107,,,,,,,,,,,22,,0.1,1,1,2,,,,,,,1,1,0,0,0,0
Festus_1085,Festus,,NA,Tridentum,0,2328,1,Tridentum,0,Asia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historian,108,senator,402,proconsul,410,magister memoriae,422,writer,107,,,,,,,37,,0.2,1,4,4,4,2,,,,,1,1,0,1,0,0
Filocalus_1086,Filocalus,Furius Dionysius,NA,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Papal calligrapher,107,writer,107,historian,108,,,,,,,,,,,37,,0.1,2,2,1,,,,,,,1,1,0,0,0,0
Firmicus Maternus_1087,Firmicus Maternus,Iulius,NA,Syracuse,47,47,1,Syracuse,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrologer,303,Christian writer,107,,,,,,,,,,,,,36,,0.3,1,2,,,,,,,,1,1,0,0,0,0
Flaminius (RE 2) (one)_1088,Flaminius (RE 2) (one),Gaius,NA,NA,0,<Null>,3,Rome,0,Italy,0,Sicily,0, Insubria,0, Gaul,0, Ariminum,0, Arretium,0,Trasimene,0,,,,,,,,,,,,,,,,,,,,,,,Tribune,425,praetor,420,consul,407,censor,404,governor,406,senator,402,magister equitum,422,,,13,,0.6,4,4,4,2,4,4,4,,,0,1,0,1,0,0
Flaminius (RE 3) (two)_1089,Flaminius (RE 3) (two),Gaius,Gaius Flaminius (one),NA,0,<Null>,3,Rome,0,Hither Spain,0,Rome,0,Liguria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praetor,420,governor,406,consul,407,,,,,,,,,,,15,,0.2,4,4,4,,,,,,,0,0,0,1,0,0
Flavia (RE 227) Domitilla_1090,Flavia (RE 227) Domitilla,NA,NA,NA,0,<Null>,3,Rome,0,Exile,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wife,606,Member of imperial family,602,,,,,,,,,,,,,26,,0.1,4,4,,,,,,,,0,0,0,1,0,0
Flavia Iulia_1091,Flavia Iulia,NA,Emperor Titus,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wife,606,Member of imperial family,602,,,,,,,,,,,,,26,,0.1,4,4,,,,,,,,0,0,0,1,0,0
Flavius (RE 15)_1092,Flavius (RE 15),Gnaeus,NA,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretary,422,writer/compiler?,107,tribune,425,senator,402,curule aedile,421,,,,,,,11,,0.3,4,2,4,4,2,,,,,0,1,0,1,0,0
Flavius Caper_1093,Flavius Caper,NA,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grammarian,308,writer,107,,,,,,,,,,,,,,2,0.1,1,2,,,,,,,,1,1,0,0,0,0
Flavius (RE 62; Supp. 12) Clemens_1094,Flavius (RE 62; Supp. 12) Clemens,,grandson of Flavius Sabinus,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consul,407,Member of imperial family,602,,,,,,,,,,,,,26,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Flavius (RE 78) Domitianus_1095,Flavius (RE 78) Domitianus,Titus  ,Flavius Clemens,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Member of imperial family,602,,,,,,,,,,,,,,,26,,0.1,4,,,,,,,,,0,0,0,1,0,0
Flavius (RE 88) Fimbria_1096,Flavius (RE 88) Fimbria,Gaius,NA,NA,0,<Null>,3,Rome,0,Asia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legate,413,commander,417,,,,,,,,,,,,,19,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Flavius (RE 169) Sabinus_1097,Flavius (RE 169) Sabinus,Titus,"grandson of Flavius Sabinus, son of Flavius Sabinus (next)",NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suffect consul,407,Member of imperial family,602,,,,,,,,,,,,,25,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Flavius (RE 166; Suppl. 12) Sabinus_1098,Flavius (RE 166; Suppl. 12) Sabinus,,NA,NA,0,<Null>,3,Rome,0,Britain,0,Moesia,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suffect consul,407,legate,413,Praefectus urbi,408,,,,,,,,,,,24,,0.2,4,4,4,,,,,,,0,0,0,1,0,0
Florianus (RE 46)_1099,Florianus (RE 46),Marcus Annius,NA,NA,0,<Null>,3,Rome,0,Tarsus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praetorian prefect,408,Member of imperial family,602,emperor,601,,,,,,,,,,,33,,0.1,4,4,4,,,,,,,0,0,0,1,0,0
Florus (RE 9)_1100,Florus (RE 9),Lucius Annaeus OR Publius Annius OR Annius,NA,NA,0,<Null>,3,Rome,0,Tarraco,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historian,108,poet,113,rhetorician,119,writer,107,,,,,,,,,,2,0.4,1,2,1,2,,,,,,1,1,0,0,0,0
Fonteius_1101,Fonteius,Marcus,NA,NA,0,<Null>,3,Rome,0,Spain,0,Macedonia,0,Transalpine Gaul,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praetor,420,governor,406,,,,,,,,,,,,,19,,0.1,4,4,,,,,,,,0,0,0,1,0,0
Fritigern_1102,Fritigern,,NA,NA,0,<Null>,3,Hadrianople,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chieftain,607,,,,,,,,,,,,,,,38,,0.1,4,,,,,,,,,0,0,0,1,0,0
Fufius (RE 10) Calenus_1103,Fufius (RE 10) Calenus,Quintus,NA,NA,0,<Null>,3,Rome,0,Gaul,0,Greece,0,Rome,0,Italy,0,Gaul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribune,425,praetor,420,consul,407,governor,406,,,,,,,,,20,,0.1,4,4,4,4,,,,,,0,0,0,1,0,0
Fulgentius_1104,Fulgentius,Fabius Planciades,NA,Carthage,0,#N/A,2,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian writer,107,mythographer and lexicographer,111,,,,,,,,,,,,,42,,0.4,2,1,,,,,,,,1,1,0,0,0,0
Fulvia (RE 'Fulvius' 113)_1105,Fulvia (RE 'Fulvius' 113),,NA,NA,0,<Null>,2,Rome,0,Italy,0,Praeneste,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wife,606,,,,,,,,,,,,,,,20,,0.3,4,,,,,,,,,0,0,0,1,0,0
Fulvia Plautilla Augusta_1106,Fulvia Plautilla Augusta,Publia,NA,NA,0,<Null>,3,Rome,0,Lipara,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wife,606,Member of imperial family,602,,,,,,,,,,,,,30,,0.1,4,4,,,,,,,,0,0,0,1,0,0
Fulvius (RE 58) Flaccus_1107,Fulvius (RE 58) Flaccus,Marcus,NA,NA,0,<Null>,3,Rome,0,Massilia,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrarian commissioner,422,consul,407,,,,,,,,,,,,,17,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Fulvius (RE 59) Flaccus (one)_1108,Fulvius (RE 59) Flaccus (one),Quintus,NA,NA,0,<Null>,3,Rome,0,Northern Italy,0,Rome,0,Beneventum,0,Capua,0,Campania,0,Capua,0,Bruttium,0,Rome,0,,,,,,,,,,,,,,,,,,,,,Consul,407,urban praetor,420,censor,404,dictator,605,,,,,,,,,14,,0.3,4,4,2,4,,,,,,0,1,0,1,0,0
Fulvius (RE 61) Flaccus (two)_1109,Fulvius (RE 61) Flaccus (two),Quintus,Q. Fulvius Flaccus (one),NA,0,<Null>,3,Rome,0,Spain,0,Rome,0,Liguria,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curule aedile,421,praetor,420,consul,407,censor,404,,,,,,,,,16,,0.2,2,4,4,2,,,,,,0,1,0,1,0,0
Fulvius (RE 73) Iunius Macrianus_1110,Fulvius (RE 73) Iunius Macrianus,Titus,Fulvius Macrianus,NA,0,<Null>,3,Thrace,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emperor,601,,,,,,,,,,,,,,,33,,0.2,4,,,,,,,,,0,0,0,1,0,0
Fulvius (RE 91) Nobilior_1111,Fulvius (RE 91) Nobilior,Marcus,NA,NA,0,<Null>,3,Rome,0,Spain,0,Rome,0,Ambracia,0,Cephallenia,0,Rome,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praetor,420,proconsul,410,consul,407,censor,404,,,,,,,,,15,,0.3,4,4,4,2,,,,,,0,1,0,1,0,0
Fulvius (RE 101) Plautianus_1112,Fulvius (RE 101) Plautianus,Gaius,NA,Lepcis Magna,0,#N/A,1,Lepcis Magna,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefect of vigiles,408,senator,402,praetorian prefect,408,comes,422,consul,407,,,,,,,30,,0.2,4,4,4,4,4,,,,,0,0,0,1,0,0
Fundianius (RE 'Fundanius' 2)_1113,Fundianius (RE 'Fundanius' 2),Gaius,NA,NA,0,<Null>,3,Italy,0,Spain,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comic poet,118,knight,423,writer,107,,,,,,,,,,,21,,0.1,1,4,2,,,,,,,1,1,0,1,0,0
Furius (RE 34) Antias_1114,Furius (RE 34) Antias,Aulus,NA,Antium,0,#N/A,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epic poet,121,writer,107,,,,,,,,,,,,,18,,0.1,2,2,,,,,,,,0,1,0,0,0,0
Furius (RE 37) Bibaculus_1115,Furius (RE 37) Bibaculus,Marcus,NA,Cremona,0,#N/A,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoteric poet,113,epic poet?,121,writer,107,,,,,,,,,,,19,,0.3,2,2,2,,,,,,,0,1,0,0,0,0
Furius (RE 41) Camillus (one)_1116,Furius (RE 41) Camillus (one),Lucius,NA,NA,0,<Null>,3,Rome,0,northern Campania,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dictator,605,consul,407,,,,,,,,,,,,,8,,0.1,4,4,,,,,,,,0,0,0,1,0,0
Furius (RE 42) Camillus_1117,Furius (RE 42) Camillus,Lucius,NA,NA,0,#N/A,3,Rome,0,Latium,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consul,407,,,,,,,,,,,,,,,9,,0.1,4,,,,,,,,,0,0,0,1,0,0
Furius (RE 44) Camillus_1118,Furius (RE 44) Camillus,Marcus,NA,NA,0,#N/A,3,Rome,0,Capena,0,Veii,0,Falerii,0,Rome,0,Sutrium?,0,Tusculum,0,,,,,,,,,,,,,,,,,,,,,,,,,Consular tribune,407,censor,404,dictator,605,,,,,,,,,,,6,,0.8,4,2,4,,,,,,,0,1,0,1,0,0
Furius (RE 78) Philus_1119,Furius (RE 78) Philus,Lucius,NA,NA,0,#N/A,3,Rome,0,Hither Spain,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consul,407,,,,,,,,,,,,,,,17,,0.2,4,,,,,,,,,0,0,0,1,0,0
Furius (RE 89) Sabinius Aquila Timesitheus_1120,Furius (RE 89) Sabinius Aquila Timesitheus,Gaius,NA,NA,0,#N/A,3,Rome,0,Gordian eastern campaign,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicarial procurator,410,praetorian prefect,408,member of imperial family,602,,,,,,,,,,,32,,0.2,4,4,4,,,,,,,0,0,0,1,0,0
Furius Victorinus_1121,Furius Victorinus,Titus,NA,NA,0,#N/A,3,Italy,0,Egypt,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Military officer,417,procurator,424,prefect of Italian fleets,408,prefect of vigiles,408,prefect of the annona,408,prefect of Egypt,408,praetorian prefect,408,,,32,,0.1,4,4,4,4,4,4,4,,,0,0,0,1,0,0
Gabinius (1) (RE 6)_1122,Gabinius (1) (RE 6),Aulus,NA,NA,0,#N/A,3,Macedonia,0,Achaea,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Messenger,0,Tribune,425,,,,,,,,,,,,,17,-2,0.9,,4,,,,,,,,0,0,0,1,0,0
Gabinius (2) (RE 10-11)_1123,Gabinius (2) (RE 10-11),Aulus,NA,NA,0,,3,Rome,0,Eastern provinces,0,Rome,0,Syria,0,Judaea,0,Rome,0,Rome,0,Illyria,0,Salonae,0,,,,,,,,,,,,,,,,,,,,,Military tribune,425,Envoy,426,Tribune,425,Law maker,427,Consul,407,Governor,406,Exile,0,Soldier,423,20,-1,,4,4,4,4,4,4,,4,,0,0,0,1,0,0
Gaiseric_1124,Gaiseric,,NA,NA,0,#N/A,3,Spain,0,North Africa,0,Carthage,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,General,412,Conqueror,0,,,,,,,,,,,41,5,1.1,4,4,,,,,,,,0,0,0,1,0,0
Gaius (1)_1125,Gaius (1),Caligula (Gaius Iulius RE 133) Caesar Germanicus),Germanicus,Antium,0,,1,Rhine,0,Eastern provinces,0,Rome,0,Capreae,0,Rome,0,Gaul,0,Rhine,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,Emperor,601,Pontifex,0,Quaestor,418,Law maker,427,Consul,407,Consul,407,Consul,407,"Consul, Aqueduct builder, Harbor builder, Builder, General",,24,1,,4,,4,4,4,4,4,,,0,0,0,1,0,0
Gaius (2) (RE 2)_1126,Gaius (2) (RE 2),,NA,NA,0,#N/A,3,Rome,0,Berytus,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawyer,409,Teacher,110,Writer,107,,,,,,,,,,,29,2,0.1,2,2,2,,,,,,,0,1,0,0,0,0
Galba_1127,Galba,Servius Supicius (RE 63),C. Sulpicius Galba,NA,0,#N/A,3,Rome,0,Aquitiana,0,Rome,0,Upper Germany,0,Africa,0,Hispania Tarraconensis,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,Emperor,601,Patrician,604,Governor,406,Consul,407,Governor,406,Proconsul,410,Governor,406,General,412,25,1,0.1,4,4,4,4,4,4,4,4,,0,0,0,1,0,0
Galen_1128,Galen,,NA,Pergamum,828,828,1,Pergamum,828,Smyrna,867,Alexandria,0,Pergamum,0,Rome,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Physician,307,Writer,107,Grammarian,114,Philosopher,102,Biographer,120,Anatomist,304,Scientist,312,,,29,2,0.4,1,2,1,,1,1,1,,,1,1,0,0,0,0
Galerius_1129,Galerius,Gaius Galerius Valerius Maximianus (RE 2),NA,Romulianum,0,2272,1,Danube,0,Rome,0,Egypt,0,Carrhae,0,Callinicum,0,Balkans,0,Armenia,0,Tigris,0,Ctesiphon,0,Euphrates,0,Danube Provinces,0,Nicomedia,0,Asia Minor,0,Italy,0,Carnuntum,0,,,,,,,,,Emperor,601,Herdsman,0,Soldier,423,Praetorian Prefect,408,Caesar (under Tetrarchy),601,General,412,Augustus (under Tetrarchy),601,,,34,3,0.4,4,,4,4,4,4,4,,,0,0,0,1,0,0
Galerius (RE 8) Trachalus_1130,Galerius (RE 8) Trachalus,Publius,NA,Ariminum,0,#N/A,2,Ariminum,0,Rome,0,Africa ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consul,407,Orator,411,Speech-writer,107,Proconsul,410,,,,,,,,,25,1,0.1,4,2,2,4,,,,,,0,1,0,1,0,0
Gallus Caesar_1131,Gallus Caesar,Flavius Claudius Constantius,NA,NA,0,,3,Eastern empire,0,Antioch,0,Milan,0,Pola,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caesar,601,General,412,,,,,,,,,,,,,37,4,,4,4,,,,,,,,0,0,0,1,0,0
Gargilius Martialis_1132,Gargilius Martialis,Quintus,NA,NA,0,#N/A,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Writer,107,Agricultural Writer,107,,,,,,,,,,,,,32,3,2.5,2,2,,,,,,,,0,1,0,0,0,0
Gaudentius (RE 1)_1133,Gaudentius (RE 1),,NA,NA,0,,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Writer,107,Mathematician,301,Teacher,110,,,,,,,,,,,NA,4,,2,1,2,,,,,,,1,1,0,0,0,0
Gavius (RE 11) Bassus_1134,Gavius (RE 11) Bassus,,NA,NA,0,#N/A,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scholar,111,Writer,107,,,,,,,,,,,,,NA,-1,0.2,1,2,,,,,,,,1,1,0,0,0,0
Gavius Maximus_1135,Gavius Maximus,Marcus,Gavius Bassus,Rome,0,2271,1,Rome,0,Ephesus,0,Mauretania Tingitana,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefect,408,Admiral,419,Procurator,424,Praetorian Prefect,408,,,,,,,,,28,2,0.9,4,4,4,4,,,,,,0,0,0,1,0,0
Gavius (RE 22) Silo_1136,Gavius (RE 22) Silo,,NA,Spain,0,,1,Spain,0,Tarraco,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declaimer,0,,,,,,,,,,,,,,,21,-1,,,,,,,,,,,0,0,0,0,0,0
Gelimer_1137,Gelimer,,NA,Africa,0,#N/A,3,Africa,0,Carthage,0,Constantinople,0,Galatia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,General,412,,,,,,,,,,,,,44,6,0.1,4,4,,,,,,,,0,0,0,1,0,0
